ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD)
1607,23,3782,665,429,256,74,99,985,85,535,4681,703,236,353
1608,21,3356,1827,237,77,250,18,13,576,939,3298,1504,53,363
1609,18,3498,754,540,219,381,60,742,618,459,4470,1983,29,73
1610,27,6976,403,490,385,81,25,668,477,1252,2995,796,128,106
1611,25,2736,376,595,125,259,97,499,598,963,92,1276,243,280
1612,19,6169,529,480,165,109,87,1669,472,2781,3531,890,271,255
1613,18,5644,1581,405,118,251,12,1414,278,1750,1840,1879,92,142
1614,19,2650,1587,329,403,252,33,1572,445,1832,3527,497,40,73
1615,18,5818,630,574,283,373,82,564,197,1345,1621,1568,283,235
1616,18,2931,1505,407,50,352,22,529,299,2361,1561,733,243,216
1617,26,7124,1192,260,216,394,11,491,363,1015,1416,174,37,58
1618,18,3319,1873,100,401,311,80,1573,36,2739,2964,1911,261,384
1619,21,3824,987,335,267,364,30,1722,315,1898,4190,1138,262,247
1620,27,7057,326,536,322,171,28,1408,221,2282,1130,842,248,256
1621,23,2630,1599,287,417,164,98,1219,213,2901,1413,833,184,151
1622,24,7277,1975,517,300,149,56,754,168,485,3597,1317,203,349
1623,19,4158,598,103,396,160,31,299,394,1426,3744,1600,189,340
1624,23,5000,1256,500,393,112,84,814,54,1905,2118,275,224,187
1625,24,1874,1098,231,468,133,42,546,388,1685,663,514,212,56
1626,27,3620,1414,526,223,303,41,726,48,1312,2634,692,259,86
1627,27,5520,779,317,219,162,73,730,240,1649,2774,1780,266,130
1628,19,3521,872,359,295,242,94,827,72,488,3969,342,84,238
1629,19,5205,757,100,472,251,48,601,372,2891,3490,770,211,228
1630,27,6649,1774,170,139,52,93,1331,411,803,1571,1454,151,106
1631,24,4759,664,577,98,295,81,1275,95,1838,1523,1698,215,322
1632,18,4935,1158,277,495,189,51,1031,513,2920,987,805,208,198
1633,25,3389,1998,556,343,159,18,767,541,963,3238,215,180,32
1634,20,3323,650,288,456,376,34,874,136,1159,3845,1776,237,319
1635,23,2974,1978,390,199,220,98,1231,299,178,3693,818,188,144
1636,26,3742,1723,107,181,42,11,936,194,1398,98,1912,284,394
1637,23,6775,552,352,482,243,28,130,314,1401,2288,1291,71,252
1638,26,4743,1080,507,108,387,29,1759,470,773,1514,1056,213,270
1639,24,6660,1102,566,373,289,79,1732,537,2459,4297,920,142,145
1640,26,4634,1311,391,248,366,26,1677,40,303,633,1348,81,254
1641,19,3570,758,533,264,172,98,1787,92,1084,4841,1125,87,157
1642,25,1859,1216,343,435,352,77,607,55,2075,4585,1447,198,68
1643,25,3541,798,222,98,104,93,25,526,116,578,1743,80,399
1644,19,2641,1249,398,281,128,12,1646,252,575,3959,1436,272,205
1645,21,3135,807,382,296,50,96,1477,516,1116,272,616,55,224
1646,24,6999,1627,131,431,248,60,634,225,309,4881,1087,233,97
1647,21,5500,800,433,288,259,91,1209,445,598,3954,1854,259,213
1648,21,3443,1102,476,464,397,35,483,63,528,3927,1413,85,122
1649,23,6274,897,245,416,382,65,679,110,1429,452,651,83,124
1650,27,4861,465,255,217,329,73,1074,489,2205,1175,1612,151,395
1651,23,4480,1738,512,97,160,17,1914,624,1653,4911,1162,82,306
1652,27,1506,761,115,100,175,90,4,486,1331,413,954,111,343
1653,20,4767,1219,454,348,318,46,588,473,1634,1550,90,103,230
1654,26,3091,413,146,147,364,36,1183,614,1967,4526,1377,78,269
1655,27,6428,1756,350,488,390,54,207,352,2669,4990,1341,74,312
1656,19,4764,1291,286,265,118,13,256,526,2728,1946,1211,202,220
1657,23,4106,1679,130,226,66,95,1228,489,1976,191,1079,71,43
1658,24,4719,506,359,429,346,99,1790,40,998,40,291,29,319
1659,26,7406,1558,520,129,86,97,1973,247,1206,1859,211,250,102
1660,20,4773,1765,116,234,81,46,10,395,2768,1332,1068,212,316
1661,27,2413,1678,138,416,128,80,948,149,1167,3449,741,204,198
1662,20,3511,814,403,448,186,42,7,639,1606,135,858,71,317
1663,24,2942,1531,529,76,56,40,1432,433,1767,4201,1028,116,383
1664,21,7046,1008,573,497,138,64,935,90,592,4614,567,134,225
1665,25,4554,1448,531,463,105,21,31,423,2646,1941,947,276,59
1666,24,7098,437,138,469,71,20,539,581,704,1565,832,211,323
1667,22,5046,638,588,244,110,97,1741,626,1047,4221,1474,171,132
1668,24,5721,836,231,263,308,81,1004,416,393,388,833,121,359
1669,20,6412,367,129,418,356,41,386,356,1271,1558,1229,41,23
1670,19,4428,1896,257,391,317,66,1251,663,2118,2121,134,107,127
1671,23,3329,1864,377,163,223,47,639,524,271,1028,1785,256,335
1672,19,2075,682,302,291,387,69,1790,295,1686,3534,1083,270,133
1673,20,7968,318,165,173,257,95,1498,32,630,81,187,200,186
1674,23,7011,982,207,354,174,28,1747,22,1243,775,803,38,280
1675,22,2429,1773,367,125,259,93,1774,243,1959,3038,955,57,125
1676,25,5259,373,321,360,155,65,206,194,1860,4373,762,259,243
1677,26,5199,872,391,361,381,23,1341,404,2213,2887,205,235,281
1678,20,2963,1238,117,245,388,42,1818,621,2288,1878,457,281,270
1679,27,4775,1988,189,400,83,19,1780,260,2593,2271,836,162,33
1680,20,6428,1599,280,93,142,89,556,566,288,1607,1298,294,217
1681,20,2554,1371,354,464,273,73,1640,33,257,3139,629,189,145
1682,23,7244,510,554,235,133,73,347,214,2817,605,1257,162,225
1683,18,3400,1154,352,392,39,71,792,416,2070,4735,1268,243,159
1684,24,2957,950,356,295,35,77,233,450,345,3414,603,32,81
1685,18,2899,1945,482,486,164,52,1724,325,2895,3665,445,103,302
1686,22,4915,1293,541,133,227,89,1067,353,2477,2144,1987,254,73
1687,27,1942,994,445,256,38,68,1005,429,2659,4270,1736,299,365
1688,25,5150,839,186,200,395,61,736,22,949,3765,1669,169,31
1689,21,7718,1514,189,205,185,28,941,571,1910,1376,1207,294,155
1690,22,6152,1638,336,65,57,30,1165,471,1194,3462,1382,18,349
1691,21,2678,1200,489,214,200,31,1671,695,1436,347,1939,194,163
1692,21,7633,1886,169,454,368,18,175,514,2226,0,859,144,301
1693,25,5958,1984,143,194,124,18,1677,436,268,62,1011,119,155
1694,19,2757,1079,299,86,119,82,448,410,2957,1783,591,78,320
1695,18,5134,1885,251,382,109,36,591,392,2327,3814,1082,145,240
1696,20,3341,1436,185,452,319,26,81,647,1751,225,1036,105,359
1697,26,3809,469,118,463,351,53,134,71,2407,1042,219,128,228
1698,21,7446,1791,200,94,98,54,1742,395,1609,844,339,283,378
1699,27,7768,1337,501,451,92,17,855,414,1895,2680,1241,186,399
1700,22,2410,587,194,255,195,89,1200,161,2444,4119,1417,246,142
